,Name,Review,Sug/Com,flair_sentiment
264,Ram Bhatia,"Bakwas
Faulty received 3 days me 6 se 7 baarr aapne aap hi switch off ho jati or replace ment me jo mili usme hath me dalne ke baad bhi ye show krti hai ki hath me nHi hai ya tighty dalo. Bakwas na hi buy kro itni range me koi or dekh lo",0,0
265,ANURAG VERMA,"भरोसेमंद प्रोडक्ट।।।
The media could not be loaded.
 यदि सेल पर लेंगे तब और भी सही रहेगा।। यदि काल को रिसीव करने का फंक्शन और जुड़ा होता तो औऱ चार चाँद लग जाते।।",1,0
266,Lj,"
boAt Xtend






                    The media could not be loaded.
                



 boAt Xtend लेके कुछ मतलब नहीं हे क्योंकि इसकी बॉडी मटीरीयल भी एक दम चींप क्विल्टी की लगती हे ओर तो ओर स्टेप्स काउंट भी ठीक से नहीं कर सकती अभी कुछ दिनो पहले में बस में ट्रैवल कर रहा था उस समय भी स्टेप्स काउंट कर रही थी उस समय लगभग12000 स्टेप्स हो गये थे इसलिय मेरे पास अब ओर कुछ बोलेने के लिए बचा ही नहीं….
",0,0
267,Jay Prakash,"Auto Automatically disconnects the connection for mobile
The media could not be loaded.
 Battery backup acha hai 5 days tk chal jati hai..heart rate, sleep time ye sb shi btata hai ..isme ek problem hai apne aap mobile se disconnect ho jata hai . mobile samne ho fir bhi..",1,0
268,Shivani,"Nice smart watch
The media could not be loaded.
 Is watch ko me last 4 days se use kar rahi hu, accha hai watch,5 din battery jati hai.Phn me se app band kiya to Alexa bhi gayab hoti hai.Baki iska performance accha hai.Dikhane me bhi bahut cute hai, belt bhi bahot accha hai.Alexa se connection gaya hai, ye pata nahi chalata jab tak ap usko use nahi karte ho, to iska notification ana chahiye.",1,0
269,hemali r.,"I am not setisfied
My watch and charger not match and i am returning that item and i got msg till 14 July they pickup and wo log ab bol rahe hai humko screenshot bhejo ..kahase bheju ..pata hota to lebhi leti",0,0
270,Prabhat singh,"Watch is not working
Ye watch mai 3 din me phle li aur meri watch watch discharge hogyi uske baad ye charge nhi ho rhiPower on nhi ho rhaIsme charging ka problem aagyi achanakJisko bhi ise lena hai thoda aur paise lga ke kuch better product purchase kar lena",0,0
271,Satish Kumar Srivastava,"रात में पहनकर सोने पर नींद का सत्यानाश होना निश्चित है ।
REM Sleep की मॉनिटरिंग करने हेतु उपयोग किया पर अब ये मेरे लिए बेकार है क्योंकि इसे पहनकर सो पाना मुमकिन नहीं है और इसने मेरी कई रातों की नींद का सत्यानाश कर दिया । जब से इसे हटाया है तब से मैं फिर से सो पा रहा हूं । दिन में प्रयोग करता हूं ।",0,1
272,PRASHANT BHARDWAJ,"बहुत अच्छी घड़ी है ।
Quality, price, features सभी मामलों में ये घड़ी बहुत अच्छी है।",1,1
273,Mohtasim ansari,"एकदम ghtiya
Battry kro full hojati h half apne आपLene se phle soch leइससे acha noise le mere frnd ke ps h bhadiya response h",0,0
274,Tarkeshwar,"Watch dail ka llok bhut premium h
Look bhut acha hai.1.Iski screen color bhut dull hai.2.alexa slow hai3.gui bhi lack krta hai4.sleep traking accurate hai..but baki me toda doubt hai5.watch faces utna attractive nhi lga..only at a tym 3 watch faces hi download kr skte ho(+4phle se rhega)",1,0
275,Gautam panwar,"Kuch or aahi h mere pass
Bhaiya ji or kuch aaya h mere pass. . Plzzzzz ye ky aayaa hai meri help kijiye",0,1
276,Satyendra prakash,"Wrong measurements zero accuracy
Farji sb kuch measure krta h mai bus me ja raha tha dikha raha h mai chal raha hu ud din mai 200km paidal chl gya is watch k hisab se acha majak tha sota hu mai 7 ghnte isme 10 ghnte btata hai acha majak chl raha h yaha",0,0
277,Prashant Tiwan,"Smart watch charge नही हो रही ,वारन्टी में है क्या करना पड़ेगा?
I Purchesed This Smart Watch But still its Not Charging, मेने ये Smart watch खरीदी है जो अभी वारन्टी में है पर चार्ज नही हो रही क्या करना होगा?",1,0
278,Ashish Thummar,"Bad
Battery 2-3 din chalti hai,and only tax messages & call ki notification show karta hai.,whatsapp,fb ki notification show nahi karta",0,0
279,Preet Kaur,"Boat watch😍😍
It's just an amazing or delevery bhi bht fast thi jis din order Kia usdin sham ko ko hi agi nd abhi tk 1 month hogya ekdm mst chlri h uh must go and buy this😍😍😍",1,1
280,Vinay,"Awesome watch
Bhai watch bout awesome hai mene apne liye mangyi thi itni achi watch hai ki papa ne rkh li 😭😭 ab jis rate p mene lii thi usse mehengi ho gyiAb iska next generation lunga mai",1,1
281,Patrakar Kishan,"शानदार है
Best",1,1
282,Shekhar gupta,"Touch screen slow
The media could not be loaded.
 Bahut slow hai ye xtend bahut hi jyada baki sab sahi hai battery 7 day tak Aaram se chal jata hai but bahut hi jyada slow hai set 😔😔",0,0
283,Manas Singh,"The best premium watch ever seen
Eekdm neek ghadi baa ...Saab koi lee la ...pahine ke baad maza aayei. Hamara ke 2700 me milal, offer me ....tu jana le la ....theek ba hamar etne baat rahe ...parnam",1,1
284,Shubham,"Free m milta to sayad achcha rahta.kachra ko paisa dekar ghar le aaya.
Every time it got disconnected.spo2 is inaccurate. battery is too poor.free m to ni diya h na to fir galat kyon karte ho bhai.upar se return policy ni h.boat apna market kharab kr raha h.ab kv v boat use ni karunga.",0,0
285,aatif sajjad,"Battery is 2 days if you're using continues heart monitor tracking
Sab kuch acha hai bas battery 2 din milega agar continue heart monitor on rhega to aur aise ek hafta",1,0
286,Shovit,"Worst product 3months k baad hi screen kaam krna band kr diya bina kisi damage k hi 😡
The media could not be loaded.
 Worst productDon't buy it3months k baad hi screen kam krna band ho gaya bina kisi damage k 😡",0,0
287,Mr Rishabh,"Features issue
Iske features itne achche nhi hai software update krna Chahiye iska or better features dena Chahiye",0,0
288,Gaurav,"Thik thak
Itna paisa lg gya per call mobile se hi accept karna padta hai",1,0
289,shaikh arman,"Very li8 weight h
The media could not be loaded.
 Touch response baht hi bekaar h all over tik h agr 2500 rs m milta to sahi hota baaki sb sahi h agr apka budget h to le skte h aap",0,0
290,Nikhil,"Watch ki screen ni chal ri h custmer care number de aap mujhe
The media could not be loaded.
 Sb khuch achha h lekin koi problm ho to custmer care ka number ni milta nd koi sunta ni h phir",1,0
291,Ashutosh kumar,"Connection problem
Connectivity बहुत ही खराब है इस watch की , pocket में phone और हाथ मे watch रहते हुए भी disconnect हो जाता है, इस लिए मैं suggest करूँगा कि ये watch ना ले।",0,0
292,Amazon Customer,"Nice 👍
Mast he bhai..",1,1
293,Kaushlendra,"बहुत ही खराब हैं
The media could not be loaded.
 हमारा मानना है इससे अच्छा होगा कि और पैसा लगाकर बढ़िया प्रोडक्ट लिया जाए",0,0
294,Balraj mast,"पैसे के हिसाब से सही है
हमको कॉल की जानकारी आसानी से हो जाती है की किसकी काल आ रही है अगर जरूरी हो तो काम से रुक कर फोन अटेंड करते है नही इग्नोर कर देते है",1,1
295,Junaid,"Bad quality
Bahot gandda performs hai iska call and sms not track isse better stations pe 100 rupees vali o to vada nhi karte hai na",0,0
296,Raj Bais,"It's great product
3000 paisa vasul cheez hai. Srf Alexa feature kbhe kbhe kam nhe krtaa hai aur battery backup 4-5 din ka he. Lakin overall product is amazing.",1,1
297,Nitin,"Good 👍👍👍
ऐ घडी बहुत ही अच्छी है।कम बजट मे बहुत अच्छे फीचर्स है।लेकिन ऐ बार बार डिस्कनेक्ट हो जाती है ऐ ही एक प्रॉब्लम है।वैसे सब ok है",1,1
298,Sejal,"Best product
Sare functions acche h but screen iska bhut sabl kr rkhna pr rha kyo ki scratch bhut jldi a rha",1,1
299,Javed Mansoori,"Wrost products
Har 5mint m mobile se disconnected ho jati hCall alert ka pata hi nahi chalta or leg bi kar rahi h",0,0
300,Sushant,"Kya socha tha and kya nikla
shade different ayega gold wala and color pta ni kya hai display ke(quality) and hang toh bhaisaab...",0,1
301,Lalit mahajan,"Honestly review
Thoda aur smoothness chahiye.. bar bar disconnect ho jata hai charging 4,5 din tak chal jati hai",1,1
302,Mark,"Very bad experience 🤮🤮
Koi na lena isko bhot hi bekar watch h connect nhi hoti phn me khud disconnected ho jati 🤯",0,0
303,tanveer,"No notifaction not tachsicrin gals
The media could not be loaded.
 Vsrry baed k shi tarke se chal nhi rha hai",0,0
304,Ahbab uddin,"Waste of money
2 months pehle liya hu aur ab chalu nahi ho rahi hai bekar product.Amazon bekar products bech raha hai",0,0
305,Prashant kumar,"Average watch not good not bad
Iska display dekhne par kaam nahi karta bas button dabane par hi jalta h or hanging problam bahut jyada h",0,0
306,Ajeet,"BP update Rong normal minim bp kabhi 60 btata hai kabhi 70 hai 120 140. Bakwas hai
The media could not be loaded.
 Bakwas bp ka update jo hai sabse bakwas hai eska.",0,0
307,Tabrez,"Products
Faltu sala ek number ka paisa bekaar hai sala kabhi mat purchase karo isko 😡😡😡😡😡😡",0,1
308,Akash kumar,"Aman bhai ke product pe Shak nhi krne kaa
Kyaa bawal Product bnayee ho Aman bhaiiPura system hi hila deti haii👍🏻",1,1
309,Kiran P.,"Alexa
All thing are well but alexa कभी कभी अलेसा काम ही नही।",1,0
310,Amar,"गलत ब्रेड है
ऐसा नहीं होना चाहिए जब पेमेंट पुरी करते हैं तो बैंड भी वहीं मिलना चाहिए",0,1
311,NarSingh Rawat,"Bahut kharab watch hai
Bahut kharab watch hai 1 manth mein service centre ja chuki hai aur fir se hang ho gai hai",0,1
312,sameer,"Bluetooth connect problem and slow work
Bluetooth connection problem kabhi hota h kabhi chor deta h connect baar baar krna pr rha h connect",0,0
313,Rishu Rajput,"Shandaar jindabad jaberdast ✌️
Ek no chiz h iss price me",1,0
314,Anurag Chaturvedi,"खराब गुडवत्ता।
बार बार स्मार्ट वाच से disconnect ho ही हैं न इसके समाधान के कोई Customer service उपलब्ध है।",0,0
315,Nikunj,"Sir ye product bhul se bhi buy mat Aman gupta quality bed aap noise ki lelo accha result he sab se
Bhot hi bakwash he khilona heIsse vahiyat product dusra koi nui he",0,1
316,Dev Gurjar,"Very bad local watch h ssli
बहुत बड़ी समीक्षा बहुत बेकार घड़ी मिली है बहुत ही बेकार डुप्लीकेट आइटम दिया है",0,0
317,Sandeep Kumar gupta,"Bahut hi acha hai
Good product",1,1
318,Aakash,"Bad service
Kharab watch diya return karne per paise bhi wapas nahi mile bad service amazo",0,0
319,Hariom,"Bahut hi badhiya aur आवश्यक device
The media could not be loaded.",1,0
320,Suhani Kudav,"Nice
Bahut achcha hai",1,1
321,SHABD BHANDARI,"Badiya
Badiya, ekdum mast",1,0
322,Prashant,"Watch face hai aur time dikhta (shayad)😀😀😂😂😂😂
The media could not be loaded.",1,0
323,Ajay,"सबसे घटिया प्रोडक्ट और amazon पर रिटर्न नहीं होता है
सबसे घटिया प्रोडक्ट और amazon पर रिटर्न नहीं होता है",0,1
324,Rahul Yadav,"इससे घटिया घड़ी मैंने आज तक नहीं देखी।
घड़ी का एक भी फिचर अच्छा नहीं है सबसे घटिया घड़ी है boat की।",0,1
325,Balvinder singh,"Betry back up bahut hi kharab hai
Bahut hi kharab hai",0,1
326,Husainali,"Dosto kabhi bhi online kuch mat karidna bhale mehnga lena lekin dekh kar lena jyada achcha h
Online kuch bhi mat karidna ullu banate h dosto..aage aapka paisa h jaise chahe kharch kare...",0,0
327,Rajat,"बहुत ही बेकार घड़ी है कोई अच्छी देखने में नहीं लग रही
मुझे प्रोडक्ट पसंद नहीं आया मुझे गाड़ी वापस करनी है मुझे अपने पैसे वापस चाहिए",0,1
328,Pooja Chavan,"Watch ka blutooth connect problem ho raha hai please return parcels
Yes 4 days accha tha but uske baad blutooth 5 minutes mai disconnected ho raha hai",0,0
329,D K Singh,"Good
अच्छा घड़ी हैं",1,1
330,vishal yadav,"Bar bar disconnect ho jati hai 1 feet ki duri pe bhi
The media could not be loaded.",0,0
331,Patanvadia Niteshbhai.m,"Nitesh thakor
The media could not be loaded.
 Nitesh Kumar mnilal bhai thakor",1,0
332,Sumit kavade,"Overall bhout accha hai👌👌
call attend + daily karne ki sividha dena tha.",1,1
333,Firoz Anwar,"Pta hi nahi chalta, Mobile se automatically disconnect ho jata hai
Otherwise better",1,0
334,Amardeep arora,"घटिया प्रोडक्ट
ये प्रोडक्ट घटिया है , कोई भूल से भी न खरीदे",0,1
335,Akhilesh Kumar,"नींद ट्रैक कैसे करें
टाइम देखने के लिए",1,1
336,Dev kushwaha,"हमारी घड़ी बूट कंपनी की ही है लेकिन यह दूसरी है और इसकी स्क्रीन पर स्क्रैच भी हैं
The media could not be loaded.",0,0
337,Pratiksha Raghav,"Paisa barbad
Damage product pack karke de di or exchange bhi nhi kiya",0,0
338,SACHIN,"connectivity का बहुत problem हें. बस लोगोंको दिखाने के लिए स्मार्ट वॉच हे. बिल्कुल भी मत खरीदे 🙏.
poor",0,0
339,Prasad shinde,ये बहोत अच्चा है ..मुझे पसंद आया है ..,1,1
340,Niku mishra,"मेरा घड़ी काम नही कर रहा है बार बार Mac 2FDF मांग रहा है
अगर यह समस्या जल्दी नही सॉल्व नही होता हैं तो मै यह प्रोडक्ट censil कर दूंगा",0,1
341,Sonu saini,"Bekar hai bhai
The media could not be loaded.
 Bekar hi bhai",0,0
342,Ruchi sharma,"Battery backup thik nhi hai
Battery backup kuch khash Nhi hai 10 din ka bolke 6 din bhi nhi chalta",0,1
343,Suraj mule,"14% आणे पर स्विच off पड रहा है
20 % चार्जिंग बच जाये तो स्विच off पड रहा है",0,1
344,Dev kumar Biswas,"Battery backup is good
Ph Ane se name sho nhi karta",1,1
345,Aadi,"Health regard Bhut achi h or sare function bdiya hain
Steps count stress lvl dekhne k liye",1,0
346,Shivam,"Aachi hai low budget ke hisaab se sahi h yaar
Thik h budget ke hisaab se.... Aachi goood",1,0
347,Gourav Verma,"Ghatiya quality
Ghatiya quality smart watch bhai mt lena",0,1
348,Dharmendra,"Good product 🥰
Nice watch' achai h aap bhi l sakte h ❤️",1,1
349,arti sachin agrawal,"Don't buy try another brand
Naam बड़े और दर्शन छोटे",0,0
350,Atul Srivastav,"Worst product battery is not at all good and cable is is not working
Worst product. Battery is going low within hour. And if we connect with cable then it sounds are not coming.महा घटिया स्पीकर। इसकी बैटरी एक घंटे भी नही चल रही और बोल दे रहा है की बैटरी चार्ज नही है। और अगर केबल से भी कनेक्ट करे तब भी नही हो रहा है।कृपया करके इस महा घटिया प्रोडक्ट को मत लेना",0,0
351,Aman,"Need to improve sou d and battery ..
On kerne per aur off kerne per dono m device on bolta h...Device off bolna bhi sikhao",1,0
352,Devji Myatra,"Fake product.
Fake Product. Parcel Khola or switch on Kiya. Chalu Hi Nai Ho raha.. bettery full he fir bi On Nai Ho raha... Worst product",0,0
353,Ashu,"Worst battery life .
Sound to thik hai but battery life bilkul bekaar hai 10 hour ka show kia huaa hai par 2-3 hours hi chlta hai don't like this product . JBL is best than boat",0,0
354,suchita Bhargava,"Very bad quality
Very bad quality with in 15 days mera speaker karab ho gaya . Charging bhi nhi ho rahi. Battery bilkul karab hai.. please don't invet on this product",0,0
355,Gulashan kumar,"
Sound colite acha nahi ha






                    The media could not be loaded.
                



 Sound achha nahi lagtaSd card v nahi lagata ha
",0,0
356,MS Rahi,"Bas kamm chalau hai
Theek hai bas kamm chaljata hai",1,1
357,Mohan singh,"Staylis
लुकिंग वॉइस बहुत अच्छा है इसका शाम लाजवाब है इसकी बैटरी बैकअप बहुत अच्छा है इसका बेस वास्तव में जानदार है",1,1
358,DK SMART,"Not working properly
Exchange karwana pada kyuki... Kholte hi asa dikha jese kisi ne use kra hua ho pehle s hi.. fresh peace nhi tha ...",0,0
359,Balram diwakar,"Boat lene se accha koi local spekar le lo
Eski awaj km h aur Bess ki quality sahi nhi h",0,1
360,Shailesh Suthar,"Betrry
Eshka betrry becup 10hoursh Tak company batrahi he or eshka betrry 2hoursh hi chalta he",0,1
361,Amazon Customer,"छोटा पैकेट बड़ा धमाका... Product is too good in this price range.
छोटा पैकेट बड़ा धमाका... Product is too good in this price range",1,0
362,Vandana Verma,"battery quality
battery quality bekar hai continue charge krna pdta hai...",0,1
363,Shreesh Kumar,"Bekkar speakar hain
Battery back up sahi nahi hain. Isliya return kar lijiya",0,0
364,MD Abujafar,"Battery
Battery bake up nahi deta hai sirf 30 minutes hi battery bekeup deta hai",0,0
365,Abhimanu sakkarwal,"Ek dam ghatiya product hai or volume bhi khas nhi hai
Ek dam ghatiya product hai or volume bhi khas nhi hai",0,0
366,Mahi Jaiswal,"Jyda maza nahi aaya... Jitna socha tha
Ummid se bahut hi kam",0,0
367,Gohil Umesh,"This item is closed
A band ho gya he Krupa karke muje badal dijiye",0,0
368,Manoj Kumar,"Not so well.
काम चलाऊ साउंड।",1,0
369,Vinay Vishwakarma,"Battery life
साउंड क्वालिटी पसंद हैबैट्री क्वालिटी नापसंद है",0,1
370,MOHAR SINGH,"एक अच्छा स्पीकर है
कहीं पर भी बाहर जाने के लिए मैंने इसका उपयोग किया",1,1
371,Satyapal jaiswal,"Boat sb ka bap hai
Jbl aur sony ki what lgane aaya boat",1,1
372,Uvesh Khatri,"Bakwaas
Battery life bakwaas",0,0
373,PAWAN KUMAR TIWARI,"Very bad
Kuch nahi kaha mujhe",0,0
374,DN Gupta,"Battery is not good but voice is good
बैटरी बैकअप सही नहीं है वायस क्लियर है",1,0
375,Hemant j.,"बहुत अच्छा प्रोडक्ट है
साउंड क्वालिटी और बैटरी बैकअप बहुत अच्छी है",1,1
376,Bijesh Kumar,"कुछ अच्छा नहीं लगा। ।।
इस प्रोडक्ट की सभी क्वालिटी अच्छी नहीं है। ।",0,1
377,Shyamlalprasad,"sound thik nhi hai
Sound bhut km hai ar battery bhi bhut km chal rha hai",0,1
378,PARVEEN kumar,"बेकार प्रोडक्ट
मेरे लिए यह बिल्कुल बेकार है कृपा वापिस ले",0,1
379,Samarth S.,"Bass
Acha hi hoga",1,1
380,Ravi pareek,"Bass and treble dono ek saath nhi aate hain
Not a good product",0,0
381,ANIL KUMAR BAIRWA,"Bakwas
Bakwas",0,0
382,pankaj,"Plzz refund me product is very poor
Bhut bakvass he bhai refund kardo",0,0
383,Kuldeep singh,"Saund is good क्वालिटी
Osm perfect music",1,1
384,Dhananjoy Ghatak,"Spekar is best qualiti
Nice",1,1
385,radha,"Acha ha but Esme likha ta 10 hours chlega pr ya 3 4 hours chalta bt tk ha
Like",1,0
386,Royal bramhan,"Mst quality hai
Very nice quality for it items or iska battery back up bhi bahut badhiya hai or ye ruffly use ke liye bahut badhiya hai",1,1
387,Deepak,"bass is so avarage , bass hai lekin clear nhi h
bass h toh sound khtm h , or kisi song m toh clearly pta bhi nhi chlta,third class h",0,0
388,Shahbaz,"Lovely Bass
The media could not be loaded.
 Bhai bole to ek dam fantastic h weight bhi bahot kam hAur Bass ki baat hi na karo ek dam jhakkashBattery backup good valume bhi bahot juade h bass ke saath Agar meri ray lo to itne kam daam me to top up h",1,1
389,Biswajit sarkar,"Just wow 😯😯
Chota packet bada dhamaka 💣💣💥💥",1,0
390,Pawan Kumar,"Almost excellent product it is.
Sound and bass 🔊 quality dhasu hai but battery backup kum hai 10hrs bataya gaya hai or 5 hrs work krta hai.",1,1
391,Soniya Kotnala,"Amazing Product
Simi ko bohot psnd aaya",1,1
392,Krishankumar,"गागर में सागर
The media could not be loaded.",1,0
393,Rajan kumar pandey,"Thik thak
Thik thak",1,1
394,Tejasvi,"Sound quality not good
Sound quality bilkul acha ni tha. Sound pura fat jata h jb full volume hoti hai. N mujh zyada sound expected ta utta mila nahi. Or kabi kabi apne ap hi bich me ruk jata hai. Fr chlta h ajib sa hi ho raha hai. 1 2 sec k liye apne ap volume low ho jati hai fr nrml chlta hai. Ye product mujh warranty k sth mila h. Meri kch help ho sakti hai kya is product ko le k. Like mujh iski jgha dusra chahiye bt me late ho gyi return reqst dalne me. So can u help me in this?",0,0
395,Aman Nalwaya,"Keep your eyes close and purchase it
Ab kya hi bole bhai ...bs ye kehna chahunga ki bs le lo ...... Apko khud hi pta chl jaega ye cheej kya h .. loud sound . Great battery . Value for money . I purchase it in RS 999 and at this price it's good.",1,1
396,Gaurav kapoor,"Best
This speaker is awesome sound good base ok and the battery life is awesome..Me isko continue 3 hours se use kar rha abhi tak battery low ya kam nahi hui hai or Bluetooth range bhi thik hai 16 feet tak thik hai...i love this speaker...",1,1
397,Ashvani Kumar,"boat stone 200 IPX6 Portabal speaker with bluetooth
Mujhe to bahut mast laga jo ki hai bhi, par day use hota hai, aur isse buy kiye mujhe almost 2 mahine se jyada bhi ho gaya hai, review dene me kaafi late ho gaya hun 😄 but koi nahi product ekdum jhakkaasss hai... 😎🤘🔥🔥",1,0
398,Naitik,"Super awesome product for the 899
Boat speaker are too good bass and sound quality.in room party isko use kar sakte he ye JBL se bhi bahot accha hai iska cover bahot accha hai dust proof bhi hai jisse ki hamesha naya lagta hai I purchase blue for but I suggest black beacuse jaha charging port hai waha par black black ho jata hai.iske siway isme koi kharabi nahi hai I suggest anyone purchase bindass lelo khub maja aayega for music lover.thank you",1,1
399,arun,"I reduce my rating 5 to 1
Ab sirf is brand ki advertisement rh gyi, quality k naam pe toh hug dia aman Gupta ne, kuch bhi khreed lo awaaz phati Hui hi aayegi. Btw naye wala boat stone 300 kisi ko de dia and still using 5 year old boat stone 200. Shame on you aman Gupta.",0,0
400,User..,"
great product


१ नो.पैसा वसुल ८०० में लॉस नही.
",1,1
401,Ravi Shankhdhar,"Ye abhi tak mila nhi mera
Sounds aur base nhi thi is me aur retan bhi kiya tha na pase aaye aur na spekar bhi nhi aaya aur na नाही कस्टमर केयर से बात हो पाती है मैं चाहता हूं कस्टमर केयर से बात ho",0,1
402,Singh Atul,"I love it gye
Ab kya bole yaar matlab ki zabardast bole toh rapchik hai bhai ...Connectivity 5/5Battery 5/5Sound 5/5👌👍💐Over all I am rating 10/10💐👌👍",1,1
403,umesh patidar,"Feel real music
The media could not be loaded.
 It's Awesome 👍😊Connection bhi aasani se hota haiBattery beckup bhi kafiii achha hai",1,1
404,Ranjit Kumar yadav,"Sound kam hai isliye main attend kar return kar raha hun
Song come kam hai hai isliye main return karna chahta hun kyunki ki main bada wala karna chahta hun mere pass",1,0
405,Sanket Maheshwari,"Amazing product
The media could not be loaded.
 999 ...iss rate me bahut mast product h sound quality bahut mast h...bahut hi jaldi connect ho jata h battery backup bhi badiya h bahut hi badiya product h iss range me...tik tok bannane me bahut help hoti h",1,0
406,Manisha,"Perfect 👌
mujhe 999 me is se behtar, bluetooth speaker sayad hi khin milega, excellent battery backup,",1,1
407,VIPIN KUMAR,"BEST HAI DOSTO
best product 2 mahine se mai use kr rahaa hu asount quality best battery backup best stylish looking nice super hai le lo go for it",1,1
408,dharmendra kumar namdev,"Very good products
10 lick to bante hai sab kuchh mast mera a piss chautha hai ji bahut badhiya hai",1,1
409,Mridula,"Value for money
It's just amazing. Best Sound quality and damn loud. Aur battery to charge krke bhool hi jao qki Roz 2-3 ghnte chlaoge to bhi 3-4 din Aram se chlegi",1,1
410,ramesh kumar,"Chota packet bada dhmakaa Maja aa gya
In low price it's bomb blast and awsm probuct. Battery backup mind-blowing upto 8-10 hour continue listing.Body shape so heavy type.Over all chota packet bada dhmakaa Maja aa gya",1,1
411,Mrs Neeraj,"पैसा वसूल प्रोडक्ट
Awesome",1,1
412,Sumit Biswas,"Mast Product but bass thoda aur punchy ho sakta tha
The media could not be loaded.",1,0
413,Sarvesh Kumar tripathi,"Nice product from boat
Amazing product from boat. Bindas dil khol ke kharido bhai aap sab. Battery ko to koi Jawaab nhi. Bht sahi speaker hai personal use ke liye. Nice.",1,1
414,Ravindra singh,"Superß sound and and bass
Battery backup 10 hoursSuper bassOr aawaaz bhi tez h....Ek dam new condition me pahucha h...🙂🙂🙂🙂🙂🙂🙂 thanks amazonDekho bhaiyo jbl me bass nahi h isme bass h...",1,1
415,ANIL Kumar Singh,"Baid
Sir charj nahi ho raha awaaz badhane par band ho ja raha hai jab hame product mila tha to lid bhi nahi mila sir kharab ho raha hai kya karu",0,0
416,Gopal kumar,"poar
maine dobara is prodact ko magya socha pahle hi jaisa hoga lekin very bed hai aap log ise mat lena",0,1
417,Amazon Customer,"Fhadu h or febolesh hai
Sound quality 5/5Bettrey life 5/5Desgin very nice es ke bare me kuch bhi puchna ho call me 7665556575Value for money es reng me koi dusra nahi h Bluetooth speakerI got 999 me",1,1
418,Chinmoy Barman,2019 mai liya tha aaj 2022 ka 21 july hai. Still jinda hai with good performance,1,1
419,Kishan jangir,"Nice meny spekar
Nice",1,1
420,Harpreet Singh,"Nice
Nice sound and lookingAnhke band karke lai lo bhai",1,1
421,Himanshu Pandey,"क्वालिटी की अपेक्षा कीमत थोड़ा ज्यादा है, लेकिन यह निरास नही करता
इस स्पीकर में साउंड क्वालिटी को आप एक एवरेज स्पीकर की तुलना में थोड़ा अच्छा कहा जा सकता है लेकिन अगर आप आउटडोर में इसका इस्तेमाल करना चाहते हैं तो मैं कहूंगा यह आपके लिए अच्छा नही साबित होगा , इसका वॉल्यूम आउटडोर में बहुत कम लागत है और आउटडोर में बेस को भूल जाना ही बेहतर है। इंडोर उसे के लिए यह स्पीकर एक 15 बाय 15 के कमरे में साबसे अच्छा आउटपुट देता है। बैटरी लाइफ ठीक है 4 से 6 घंटे का बैकअप मिल जाता हैअब फाइनल फ़ीडबैक की बात करि जाए तो पोर्टेबल स्पीकर आउटडोर उपयोग के लिए बनाए जाते हैं जिस कैटेगरी में यह अच्छा परफॉर्म नही करता तो मेरी ना है। इंडोर उसे के लिए यह I balll musibarrel से अच्छा परफॉर्म करता है केवल बेस के मामले में बाकी बैटरी लाइफ और ओवरआल साउंड वॉल्यूम में यह किसी काम का नही है।",1,1
422,SANDEEP JADHAV,"Real review here
The media could not be loaded.
 GUY'S REAL REVIEW KOI NHI DETA MAIN DUNGA APAN SACCHAI BATA TE HAI. MENE YE SPEAKER MERE BIRTH DAY KO KHUD KE LIYE LIYA THA AFTER 1 MONTH KE BAAD HE IS SPEAKER KA COLOUR NIKAL NE LAGA ITNA COSTY HONE KE BAAD BHI YE SPEAKER BLUETOOTH LENGTH ACHA NHI HAI SONG ATAKNE LAG JATA HAI AND BATTERY BACKUP BHI ACHA NHI HAI SO PLEASE LENE SE PEHLE SOCH LO YOUTUBE PE TO BHOT BATAYA GAYA ASLI SACCHAI YE HAI PUBLIC SO LENE SE PEHLE YE REVIEW DEKH LO KI YE WORTHY HAI YA NHI",0,0
423,Sameer Saifi,"Battery problem hori hai🤬
Maine ye speaker 4 May 2022 me kharida hai or battery me dikkat hori h pehle din hi battery 90% se uper charge hi nahi ho rahi hai. Aur dusra issue ye h ki agr battery ka level 60% ya kuch bhi hai or wo thodi si down hui maankr chali 40% ho gyi fir wo dubara 60% show krega 🤬🤬🤬 speaker jb charging pr laga raha hu tou red light band nahi ho rahi hai yrrr",0,0
424,Dhananjay Kumar Nirala,"Speaker is good in quality.
Product अच्छा है। इसे खरीद सकते हैं। Blootooh थोड़ा धीमा है। मगर आवाज़ इसकी मुझे बहुत अच्छी लगी। इसमें चुभन नहीं है मधुर कहना अच्छा होगा। आप इसे यदि ठीक कीमत में खरीदना चाहते हैं तो अमेजॉन सेल में खरीद सकते हैं। वैसे इस आकर में और इस कीमत में यह sony ke srs-xb 13 ke मुकाबले का है। सोंट थोड़ा haigh बेस पंचिंग है। लेकिन वोकल उससे अच्छा है।",1,1
425,surya kant saini,"Sound
Bese to maine dusre brand ke speeker jayda tar use nahi kiye he par agar locals se compare ki jaye to bahut jayeda thi he mujhe use karte huye 1 month ho gay mobail ke sath volume todi kam he. Par laptop ke sath ek 12 x 12 ke kamre me bhi normal home thater bala feel ata he sounds quality thik he base mediam he batttry thik he connectivity thik he",1,0
